,Venue,Venue Category,Venue ID,Venue Latitude,Venue Longitude,gender,id
2176,Pianos,40.72110861332204,3fd66200f964a5200fe41ee3,-73.98777540582154,Rock Club,male,65890
2177,Pianos,40.72110861332204,3fd66200f964a5200fe41ee3,-73.98777540582154,Rock Club,female,1104339
2178,Pianos,40.72110861332204,3fd66200f964a5200fe41ee3,-73.98777540582154,Rock Club,male,475435064
2179,Bowery Meat Company,40.7245665,5455bb2c498ed7a6b8c639e4,-73.99184090000001,Steakhouse,female,1039651
2180,Bowery Meat Company,40.7245665,5455bb2c498ed7a6b8c639e4,-73.99184090000001,Steakhouse,female,4930004
2181,The Wren,40.726322,4ee535472c5b5fc6cd1fd9d9,-73.992201,Gastropub,female,382912797
2182,The Wren,40.726322,4ee535472c5b5fc6cd1fd9d9,-73.992201,Gastropub,female,190059351
2183,The Wren,40.726322,4ee535472c5b5fc6cd1fd9d9,-73.992201,Gastropub,male,9216963
2184,Cooper's Craft and Kitchen,40.726830195431106,4e91026302d5ee38b70532fe,-73.98906275300347,Bar,female,47349489
2185,Cooper's Craft and Kitchen,40.726830195431106,4e91026302d5ee38b70532fe,-73.98906275300347,Bar,male,88491076
2186,Cooper's Craft and Kitchen,40.726830195431106,4e91026302d5ee38b70532fe,-73.98906275300347,Bar,male,30092471
2187,Black Tap,40.72191742028822,5941c6ee6f706a3516b1f333,-73.9874514096783,Burger Joint,female,471451026
2188,Black Tap,40.72191742028822,5941c6ee6f706a3516b1f333,-73.9874514096783,Burger Joint,female,19875954
2189,Black Tap,40.72191742028822,5941c6ee6f706a3516b1f333,-73.9874514096783,Burger Joint,male,69331362
2190,Remedy Diner,40.7217256848421,485a1e45f964a520c2501fe3,-73.98550629615785,Diner,male,65114729
2191,Remedy Diner,40.7217256848421,485a1e45f964a520c2501fe3,-73.98550629615785,Diner,male,115596
2192,Remedy Diner,40.7217256848421,485a1e45f964a520c2501fe3,-73.98550629615785,Diner,female,447738859
2193,Tre Restaurant & Wine Bar,40.72179184267555,49c98a0df964a52076581fe3,-73.98750652739736,Italian Restaurant,none,534320546
2194,Tre Restaurant & Wine Bar,40.72179184267555,49c98a0df964a52076581fe3,-73.98750652739736,Italian Restaurant,female,25089635
2195,Tre Restaurant & Wine Bar,40.72179184267555,49c98a0df964a52076581fe3,-73.98750652739736,Italian Restaurant,female,1577881
2196,Tiny's Giant Sandwich Shop,40.71962013315113,3fd66200f964a520ebea1ee3,-73.9868845941279,Sandwich Place,male,47645572
2197,Tiny's Giant Sandwich Shop,40.71962013315113,3fd66200f964a520ebea1ee3,-73.9868845941279,Sandwich Place,male,19167230
2198,Tiny's Giant Sandwich Shop,40.71962013315113,3fd66200f964a520ebea1ee3,-73.9868845941279,Sandwich Place,male,407688022
2199,Hair of the Dog,40.72137739490113,4facffc4e4b0e93c1eafd166,-73.9885400001141,Sports Bar,male,201392
2200,Hair of the Dog,40.72137739490113,4facffc4e4b0e93c1eafd166,-73.9885400001141,Sports Bar,male,396832
2201,Hair of the Dog,40.72137739490113,4facffc4e4b0e93c1eafd166,-73.9885400001141,Sports Bar,none,519645754
2202,Angelina Cafe,40.72344130776946,41fd7500f964a520431f1fe3,-73.98548319618094,Café,female,14020358
2203,Angelina Cafe,40.72344130776946,41fd7500f964a520431f1fe3,-73.98548319618094,Café,male,92473250
2204,Angelina Cafe,40.72344130776946,41fd7500f964a520431f1fe3,-73.98548319618094,Café,male,92246959
2205,Essex Restaurant,40.719684710919964,3fd66200f964a5201ee31ee3,-73.98741602897644,New American Restaurant,male,29571574
2206,Essex Restaurant,40.719684710919964,3fd66200f964a5201ee31ee3,-73.98741602897644,New American Restaurant,female,430584951
2207,Essex Restaurant,40.719684710919964,3fd66200f964a5201ee31ee3,-73.98741602897644,New American Restaurant,female,504760022
2208,Maxwell's Bar & Restaurant,40.714943926437066,4db5fbfe43a1369cb5dc2a1f,-74.00648461952706,Bar,none,513198243
2209,Maxwell's Bar & Restaurant,40.714943926437066,4db5fbfe43a1369cb5dc2a1f,-74.00648461952706,Bar,none,440311511
2210,Maxwell's Bar & Restaurant,40.714943926437066,4db5fbfe43a1369cb5dc2a1f,-74.00648461952706,Bar,male,415319286
2211,The Odeon,40.71701011409906,3fd66200f964a52083e61ee3,-74.00804244562225,French Restaurant,female,69663140
2212,The Odeon,40.71701011409906,3fd66200f964a52083e61ee3,-74.00804244562225,French Restaurant,male,159476
2213,Tiny's and the Bar Upstairs,40.71679304855808,4dadcb124df0522cc5622202,-74.00821998878456,American Restaurant,male,8122881
2214,Tiny's and the Bar Upstairs,40.71679304855808,4dadcb124df0522cc5622202,-74.00821998878456,American Restaurant,female,425093
2215,Tiny's and the Bar Upstairs,40.71679304855808,4dadcb124df0522cc5622202,-74.00821998878456,American Restaurant,male,16959350
2216,Mudville Restaurant & Tap House,40.715335757238456,45e5c256f964a52046431fe3,-74.00888099625213,Wings Joint,female,49523949
2217,Mudville Restaurant & Tap House,40.715335757238456,45e5c256f964a52046431fe3,-74.00888099625213,Wings Joint,none,513198243
2218,Mudville Restaurant & Tap House,40.715335757238456,45e5c256f964a52046431fe3,-74.00888099625213,Wings Joint,female,8852608
2219,Schnipper's Quality Kitchen,40.7137184634891,57c86b6a498e43a03acd849f,-74.00904056786914,Burger Joint,female,66039505
2220,Schnipper's Quality Kitchen,40.7137184634891,57c86b6a498e43a03acd849f,-74.00904056786914,Burger Joint,female,17338281
2221,Schnipper's Quality Kitchen,40.7137184634891,57c86b6a498e43a03acd849f,-74.00904056786914,Burger Joint,female,100038178
2222,Tribeca's Kitchen,40.7161059809895,54242f3a498e53a21ee14b81,-74.00707600945124,Diner,none,468294380
2223,Tribeca's Kitchen,40.7161059809895,54242f3a498e53a21ee14b81,-74.00707600945124,Diner,female,543865
2224,Two Hands Restaurant & Bar,40.71793729407671,56d1c7e2cd105fe2c5c705b6,-74.0056947993655,Australian Restaurant,female,159200393
2225,Two Hands Restaurant & Bar,40.71793729407671,56d1c7e2cd105fe2c5c705b6,-74.0056947993655,Australian Restaurant,female,2901966
2226,Restaurant Marc Forgione,40.71637984317071,48510cf9f964a520a5501fe3,-74.00962933453428,New American Restaurant,female,571214
2227,Restaurant Marc Forgione,40.71637984317071,48510cf9f964a520a5501fe3,-74.00962933453428,New American Restaurant,male,6713758
2228,Restaurant Marc Forgione,40.71637984317071,48510cf9f964a520a5501fe3,-74.00962933453428,New American Restaurant,male,22557789
2229,Edward's Restaurant,40.71687606616409,3fd66200f964a52076e31ee3,-74.0081728098338,American Restaurant,male,14315917
2230,Edward's Restaurant,40.71687606616409,3fd66200f964a52076e31ee3,-74.0081728098338,American Restaurant,male,3063962
2231,Edward's Restaurant,40.71687606616409,3fd66200f964a52076e31ee3,-74.0081728098338,American Restaurant,female,13829045
2232,Warren 77,40.7152047967749,4a1013b6f964a5208d761fe3,-74.0103316223425,Sports Bar,male,445084965
2233,Warren 77,40.7152047967749,4a1013b6f964a5208d761fe3,-74.0103316223425,Sports Bar,male,16959350
2234,Warren 77,40.7152047967749,4a1013b6f964a5208d761fe3,-74.0103316223425,Sports Bar,male,402635
2235,Woodrow's,40.71396488512297,4f18e49be4b00ed3534f78a8,-74.0092747562842,Bar,female,8852608
2236,Woodrow's,40.71396488512297,4f18e49be4b00ed3534f78a8,-74.0092747562842,Bar,female,135645270
2237,Woodrow's,40.71396488512297,4f18e49be4b00ed3534f78a8,-74.0092747562842,Bar,male,6813149
2238,Dark Horse,40.71343624000712,4ce70085e888f04dd660396b,-74.00821212873659,Bar,male,29006956
2239,Dark Horse,40.71343624000712,4ce70085e888f04dd660396b,-74.00821212873659,Bar,male,76973112
2240,Gee Whiz Diner,40.715541404879296,4a70b5aef964a52040d81fe3,-74.01128522553851,Diner,female,13786626
2241,Gee Whiz Diner,40.715541404879296,4a70b5aef964a52040d81fe3,-74.01128522553851,Diner,male,507225
2242,Checkers,40.71455963900071,4b1fcad4f964a520192924e3,-74.00669172406197,Burger Joint,male,9043331
2243,Checkers,40.71455963900071,4b1fcad4f964a520192924e3,-74.00669172406197,Burger Joint,female,12603608
2244,Muscle Maker Grill,40.713340415832356,4be2eabf1dd22d7fb82295bd,-74.00806924977749,Sandwich Place,male,464509404
2245,Muscle Maker Grill,40.713340415832356,4be2eabf1dd22d7fb82295bd,-74.00806924977749,Sandwich Place,male,10100604
2246,Muscle Maker Grill,40.713340415832356,4be2eabf1dd22d7fb82295bd,-74.00806924977749,Sandwich Place,male,1471535
2247,Vertigo Burgers & Fries,40.714566760358736,5071e063e4b07b49cbd4d108,-74.00353363074488,Burger Joint,female,12603608
2248,Vertigo Burgers & Fries,40.714566760358736,5071e063e4b07b49cbd4d108,-74.00353363074488,Burger Joint,male,10559277
2249,Vertigo Burgers & Fries,40.714566760358736,5071e063e4b07b49cbd4d108,-74.00353363074488,Burger Joint,male,73417818
2250,Manhattan Proper,40.713294870637434,4fb7ef4b7b0cd3a686313d43,-74.00790910809516,Bar,female,485195974
2251,Manhattan Proper,40.713294870637434,4fb7ef4b7b0cd3a686313d43,-74.00790910809516,Bar,female,374567663
2252,Reade Street Pub & Kitchen,40.716369857575934,3fd66200f964a5207fe61ee3,-74.00962828626808,Pub,male,159476
2253,Reade Street Pub & Kitchen,40.716369857575934,3fd66200f964a5207fe61ee3,-74.00962828626808,Pub,male,31055
2254,Reade Street Pub & Kitchen,40.716369857575934,3fd66200f964a5207fe61ee3,-74.00962828626808,Pub,male,22908
2255,My Belly's Playlist,40.71427275077344,51ed62ef2fc6c1f20da6b622,-74.0097296592952,Sandwich Place,female,1327942
2256,My Belly's Playlist,40.71427275077344,51ed62ef2fc6c1f20da6b622,-74.0097296592952,Sandwich Place,male,159476
2257,My Belly's Playlist,40.71427275077344,51ed62ef2fc6c1f20da6b622,-74.0097296592952,Sandwich Place,female,6224057
2258,Bits & Bites,40.712786511970364,4a677eebf964a5208fc91fe3,-74.00876588470554,Burger Joint,female,122540289
2259,Bits & Bites,40.712786511970364,4a677eebf964a5208fc91fe3,-74.00876588470554,Burger Joint,female,13708620
2260,Bits & Bites,40.712786511970364,4a677eebf964a5208fc91fe3,-74.00876588470554,Burger Joint,female,36722191
2261,The Patriot Saloon,40.7150474336464,42474900f964a52080201fe3,-74.00824175100774,Bar,none,513198243
2262,The Patriot Saloon,40.7150474336464,42474900f964a52080201fe3,-74.00824175100774,Bar,female,77721
2263,The Patriot Saloon,40.7150474336464,42474900f964a52080201fe3,-74.00824175100774,Bar,none,124935521
2264,Revolution Sandwich NY,40.71908086745253,53e19921498ef9d06ae08e31,-74.00343328837971,Sandwich Place,male,78173288
2265,Revolution Sandwich NY,40.71908086745253,53e19921498ef9d06ae08e31,-74.00343328837971,Sandwich Place,male,6783057
2266,Revolution Sandwich NY,40.71908086745253,53e19921498ef9d06ae08e31,-74.00343328837971,Sandwich Place,male,834491
2267,Black Burger,40.71740109394185,56c4b24ecd10291a1c1da67a,-74.00336051068864,Burger Joint,male,73417818
2268,Black Burger,40.71740109394185,56c4b24ecd10291a1c1da67a,-74.00336051068864,Burger Joint,female,30042817
2269,Black Burger,40.71740109394185,56c4b24ecd10291a1c1da67a,-74.00336051068864,Burger Joint,male,153223482
2270,Restaurant at Smyth,40.715358,525ab25d11d236eef03b8496,-74.009176,American Restaurant,female,13836417
2271,Restaurant at Smyth,40.715358,525ab25d11d236eef03b8496,-74.009176,American Restaurant,female,1151445
2272,Restaurant at Smyth,40.715358,525ab25d11d236eef03b8496,-74.009176,American Restaurant,male,1973
2273,Shake Shack,40.75125311310449,5723922f498efa17d6ffb135,-73.98762983461616,Burger Joint,male,60485531
2274,Shake Shack,40.75125311310449,5723922f498efa17d6ffb135,-73.98762983461616,Burger Joint,male,62857
2275,Five Guys,40.748042465623534,4db563ceec8e571a35db9d64,-73.99279169241768,Burger Joint,male,23622353
2276,Five Guys,40.748042465623534,4db563ceec8e571a35db9d64,-73.99279169241768,Burger Joint,male,7635414
2277,Five Guys,40.748042465623534,4db563ceec8e571a35db9d64,-73.99279169241768,Burger Joint,none,507442542
2278,Friedman's,40.74862619294944,522b5da811d2094ebf69e436,-73.99028324745855,American Restaurant,male,13567912
2279,Friedman's,40.74862619294944,522b5da811d2094ebf69e436,-73.99028324745855,American Restaurant,male,4048911
2280,Friedman's,40.74862619294944,522b5da811d2094ebf69e436,-73.99028324745855,American Restaurant,male,529644186
2281,Smashburger,40.74815860045848,534330a7498e89554e17da87,-73.98560391189687,Burger Joint,male,137328715
2282,Smashburger,40.74815860045848,534330a7498e89554e17da87,-73.98560391189687,Burger Joint,male,135364446
2283,The NoMad Bar,40.745056,53a10cef498e173a807996db,-73.988289,Cocktail Bar,female,396734664
2284,The NoMad Bar,40.745056,53a10cef498e173a807996db,-73.988289,Cocktail Bar,male,154638
2285,The NoMad Bar,40.745056,53a10cef498e173a807996db,-73.988289,Cocktail Bar,female,4930004
2286,The Breslin Bar & Dining Room,40.74581012541629,4aa9386ef964a5208b5220e3,-73.98803194277819,Gastropub,male,1243214
2287,The Breslin Bar & Dining Room,40.74581012541629,4aa9386ef964a5208b5220e3,-73.98803194277819,Gastropub,female,4849904
2288,The Breslin Bar & Dining Room,40.74581012541629,4aa9386ef964a5208b5220e3,-73.98803194277819,Gastropub,male,5215542
2289,The Harold,40.74823949955525,53d1a2a1498eee9bfe4b39a2,-73.98847293736253,American Restaurant,male,524632668
2290,The Harold,40.74823949955525,53d1a2a1498eee9bfe4b39a2,-73.98847293736253,American Restaurant,male,51177
2291,The Harold,40.74823949955525,53d1a2a1498eee9bfe4b39a2,-73.98847293736253,American Restaurant,female,84469034
2292,The NoMad Restaurant,40.74505591196884,4f6e6af3e4b0463c94b07375,-73.98856023764966,American Restaurant,female,6063638
2293,The NoMad Restaurant,40.74505591196884,4f6e6af3e4b0463c94b07375,-73.98856023764966,American Restaurant,male,121906959
2294,The NoMad Restaurant,40.74505591196884,4f6e6af3e4b0463c94b07375,-73.98856023764966,American Restaurant,female,483300983
2295,Shake Shack,40.75095441720345,5811375238fa65669ad8deba,-73.99127483494439,Burger Joint,male,62857
2296,Shake Shack,40.75095441720345,5811375238fa65669ad8deba,-73.99127483494439,Burger Joint,male,195530741
2297,Shake Shack,40.75095441720345,5811375238fa65669ad8deba,-73.99127483494439,Burger Joint,male,4122399
2298,Keens Steakhouse,40.75090461475,3fd66200f964a52042e31ee3,-73.98647049353067,Steakhouse,male,17386200
2299,Keens Steakhouse,40.75090461475,3fd66200f964a52042e31ee3,-73.98647049353067,Steakhouse,male,45201
2300,Keens Steakhouse,40.75090461475,3fd66200f964a52042e31ee3,-73.98647049353067,Steakhouse,none,76877147
2301,Stout,40.74980534164572,42756d80f964a5207d211fe3,-73.99001846805541,Sports Bar,female,488709470
2302,Stout,40.74980534164572,42756d80f964a5207d211fe3,-73.99001846805541,Sports Bar,male,471291282
2303,Stout,40.74980534164572,42756d80f964a5207d211fe3,-73.99001846805541,Sports Bar,female,73607130
2304,Heartland Brewery,40.748362700026725,4b089510f964a520da0e23e3,-73.9848537330051,Brewery,female,12290016
2305,Heartland Brewery,40.748362700026725,4b089510f964a520da0e23e3,-73.9848537330051,Brewery,male,13194532
2306,Heartland Brewery,40.748362700026725,4b089510f964a520da0e23e3,-73.9848537330051,Brewery,female,27871056
2307,Melt Shop,40.744656971091935,506a4ca93950fb884c1a399c,-73.99080850501309,Burger Joint,male,10744288
2308,Melt Shop,40.744656971091935,506a4ca93950fb884c1a399c,-73.99080850501309,Burger Joint,male,32162
2309,Melt Shop,40.744656971091935,506a4ca93950fb884c1a399c,-73.99080850501309,Burger Joint,male,8512175
2310,Cafe R,40.748752521133795,4da4881522a5f04d67b03a55,-73.98975491523744,Food Court,female,49345017
2311,Cafe R,40.748752521133795,4da4881522a5f04d67b03a55,-73.98975491523744,Food Court,male,39428640
2312,Cafe R,40.748752521133795,4da4881522a5f04d67b03a55,-73.98975491523744,Food Court,female,53556683
2313,Five Guys,40.74664031305912,582a0002d1efa65794e2bdad,-73.98418305193168,Burger Joint,male,2927315
2314,Five Guys,40.74664031305912,582a0002d1efa65794e2bdad,-73.98418305193168,Burger Joint,female,7843595
2315,Five Guys,40.74664031305912,582a0002d1efa65794e2bdad,-73.98418305193168,Burger Joint,male,432671708
2316,Pennsylvania 6,40.74836552395421,50ec70cee4b019038bd1e1b7,-73.99079447486878,American Restaurant,male,26845
2317,Pennsylvania 6,40.74836552395421,50ec70cee4b019038bd1e1b7,-73.99079447486878,American Restaurant,none,32835792
2318,Pennsylvania 6,40.74836552395421,50ec70cee4b019038bd1e1b7,-73.99079447486878,American Restaurant,male,1621620
2319,Captain Cafe,40.74738513367906,49e8b08bf964a5206c651fe3,-73.98419592798855,Café,male,195036
2320,Captain Cafe,40.74738513367906,49e8b08bf964a5206c651fe3,-73.98419592798855,Café,male,96343656
2321,Féile,40.749868,4ca6577ab0b8236a3e579ee6,-73.989616,Pub,male,13194532
2322,Féile,40.749868,4ca6577ab0b8236a3e579ee6,-73.989616,Pub,female,15241318
2323,Holy Cow,40.74581062237482,5b417e4b4f0e58002cc97ee3,-73.98801136446032,Burger Joint,male,2341398
2324,Holy Cow,40.74581062237482,5b417e4b4f0e58002cc97ee3,-73.98801136446032,Burger Joint,male,8766760
2325,Holy Cow,40.74581062237482,5b417e4b4f0e58002cc97ee3,-73.98801136446032,Burger Joint,male,7269424
2326,5 Boro Burger,40.750989864537374,4f7b2878e4b0d7b576c06ea2,-73.98678133185021,Burger Joint,female,140439079
2327,5 Boro Burger,40.750989864537374,4f7b2878e4b0d7b576c06ea2,-73.98678133185021,Burger Joint,male,3172
2328,5 Boro Burger,40.750989864537374,4f7b2878e4b0d7b576c06ea2,-73.98678133185021,Burger Joint,male,24629141
2329,Pat LaFrieda Meat Purveyors,40.750477042052886,569927d0498ee6848a782d4a,-73.99154054192509,Sandwich Place,female,88267712
2330,Pat LaFrieda Meat Purveyors,40.750477042052886,569927d0498ee6848a782d4a,-73.99154054192509,Sandwich Place,male,10040
2331,Pat LaFrieda Meat Purveyors,40.750477042052886,569927d0498ee6848a782d4a,-73.99154054192509,Sandwich Place,male,70935
2332,The Flying Puck,40.74869726762075,4b1033dbf964a520356b23e3,-73.99238546064696,Sports Bar,male,10895726
2333,The Flying Puck,40.74869726762075,4b1033dbf964a520356b23e3,-73.99238546064696,Sports Bar,male,287457
2334,The Flying Puck,40.74869726762075,4b1033dbf964a520356b23e3,-73.99238546064696,Sports Bar,male,23517818
2335,Mr. Broadway,40.75237525588583,4a771823f964a52090e31fe3,-73.98749491455929,Burger Joint,male,28276935
2336,Mr. Broadway,40.75237525588583,4a771823f964a52090e31fe3,-73.98749491455929,Burger Joint,female,55185473
2337,Juniper,40.75228059743083,54c3aea2498eb4050f2e28e6,-73.9916151018524,Bar,male,2078459
2338,Juniper,40.75228059743083,54c3aea2498eb4050f2e28e6,-73.9916151018524,Bar,female,90010520
2339,Juniper,40.75228059743083,54c3aea2498eb4050f2e28e6,-73.9916151018524,Bar,female,6258919
2340,The Keg Room,40.75070607809179,50bd21b4e4b00ddbb4521e59,-73.98606975249055,Bar,male,354543062
2341,The Keg Room,40.75070607809179,50bd21b4e4b00ddbb4521e59,-73.98606975249055,Bar,male,3563551
2342,Blarney Rock Pub,40.74995788110666,44c23335f964a520c0351fe3,-73.99016738618323,Bar,female,10794827
2343,Blarney Rock Pub,40.74995788110666,44c23335f964a520c0351fe3,-73.99016738618323,Bar,female,11032751
2344,Blarney Rock Pub,40.74995788110666,44c23335f964a520c0351fe3,-73.99016738618323,Bar,male,35924708
2345,Johnny Rockets,40.7510687507395,582efd419398ab3e7c504efb,-73.9914370401951,Burger Joint,male,135364446
2346,Johnny Rockets,40.7510687507395,582efd419398ab3e7c504efb,-73.9914370401951,Burger Joint,male,396832
2347,Johnny Rockets,40.7510687507395,582efd419398ab3e7c504efb,-73.9914370401951,Burger Joint,male,123386835
2348,The Liberty,40.74986433794757,4f42ce8fe4b0899ccd92ca55,-73.9857687588397,Bar,female,311137
2349,The Liberty,40.74986433794757,4f42ce8fe4b0899ccd92ca55,-73.9857687588397,Bar,female,2451964
2350,The Liberty,40.74986433794757,4f42ce8fe4b0899ccd92ca55,-73.9857687588397,Bar,none,117244876
2351,Speedy Gourmet Deli,40.74838802982518,49d6eafef964a520105d1fe3,-73.98834073775136,Sandwich Place,male,56692642
2352,Speedy Gourmet Deli,40.74838802982518,49d6eafef964a520105d1fe3,-73.98834073775136,Sandwich Place,male,4398740
2353,Wendy's,40.7477846,4aaffad0f964a5206d6520e3,-73.9847571,Fast Food Restaurant,male,513144244
2354,Wendy's,40.7477846,4aaffad0f964a5206d6520e3,-73.9847571,Fast Food Restaurant,female,4819245
2355,Jack Demsey's,40.748569235290226,4576ba17f964a520ab3e1fe3,-73.98667429572431,Pub,male,28974672
2356,Jack Demsey's,40.748569235290226,4576ba17f964a520ab3e1fe3,-73.98667429572431,Pub,male,76659734
2357,The Ainsworth,40.74526069262688,4aa2d477f964a520484220e3,-73.9924816410612,American Restaurant,male,87674280
2358,The Ainsworth,40.74526069262688,4aa2d477f964a520484220e3,-73.9924816410612,American Restaurant,none,519645754
2359,The Ainsworth,40.74526069262688,4aa2d477f964a520484220e3,-73.9924816410612,American Restaurant,male,610535
2360,Martinique Cafe,40.748476,4acea30ff964a52084d120e3,-73.987911,American Restaurant,female,7491955
2361,Martinique Cafe,40.748476,4acea30ff964a52084d120e3,-73.987911,American Restaurant,male,4398740
2362,Martinique Cafe,40.748476,4acea30ff964a52084d120e3,-73.987911,American Restaurant,male,16675568
2363,Marty's Vegan Fast Foods,40.75016282882269,5472a79c498e6972029fc57d,-73.98887112157107,Food Truck,male,25737421
2364,Marty's Vegan Fast Foods,40.75016282882269,5472a79c498e6972029fc57d,-73.98887112157107,Food Truck,female,90997
2365,Marty's Vegan Fast Foods,40.75016282882269,5472a79c498e6972029fc57d,-73.98887112157107,Food Truck,male,9898705
2366,Pig 'N' Whistle,40.75236456182608,4b9aee82f964a5204fe435e3,-73.98998481263091,Bar,male,3419630
2367,Pig 'N' Whistle,40.75236456182608,4b9aee82f964a5204fe435e3,-73.98998481263091,Bar,none,5619372
2368,Pig 'N' Whistle,40.75236456182608,4b9aee82f964a5204fe435e3,-73.98998481263091,Bar,male,93123814
2369,Mustang Harry's,40.74841254016124,3fd66200f964a520b8e31ee3,-73.99254858610388,Bar,male,5323926
2370,Mustang Harry's,40.74841254016124,3fd66200f964a520b8e31ee3,-73.99254858610388,Bar,female,439654421
2371,Mustang Harry's,40.74841254016124,3fd66200f964a520b8e31ee3,-73.99254858610388,Bar,female,127155124
2372,Burger King,40.75219359996386,4be5fd632457a5936f56ac15,-73.99006068706512,Fast Food Restaurant,male,8766760
2373,Burger King,40.75219359996386,4be5fd632457a5936f56ac15,-73.99006068706512,Fast Food Restaurant,male,65114729
2374,Burger King,40.750211,4c0a78416071a593948fdf32,-73.988176,Fast Food Restaurant,male,1096469
2375,Burger King,40.750211,4c0a78416071a593948fdf32,-73.988176,Fast Food Restaurant,male,1491653
2376,Burger King,40.750211,4c0a78416071a593948fdf32,-73.988176,Fast Food Restaurant,male,235114
2377,Black Burger,40.752231,5a95b0c32c7eb95db5d6f8e8,-73.987824,Burger Joint,male,1100470
2378,Daily Burger,40.750794287428654,4f77a675e4b04368dcf663e4,-73.9930031358868,Burger Joint,male,606
2379,Daily Burger,40.750794287428654,4f77a675e4b04368dcf663e4,-73.9930031358868,Burger Joint,male,10638803
2380,Daily Burger,40.750794287428654,4f77a675e4b04368dcf663e4,-73.9930031358868,Burger Joint,male,50696273
2381,Broadway Burger Co.,40.75228401858893,586bf3848cfe544d8d6d3852,-73.98810267448425,Burger Joint,male,566709
2382,Kabooz's Bar and Grill,40.7504073549426,4b6c9d90f964a520c5462ce3,-73.99308109754108,Burger Joint,male,2613690
2383,Kabooz's Bar and Grill,40.7504073549426,4b6c9d90f964a520c5462ce3,-73.99308109754108,Burger Joint,male,119241
2384,Kabooz's Bar and Grill,40.7504073549426,4b6c9d90f964a520c5462ce3,-73.99308109754108,Burger Joint,male,42456156
2385,Nick & Stef's Steakhouse,40.751427043296864,4aa929e1f964a5203c5220e3,-73.99310629424711,Steakhouse,male,514541479
2386,Nick & Stef's Steakhouse,40.751427043296864,4aa929e1f964a5203c5220e3,-73.99310629424711,Steakhouse,male,26867581
2387,Nick & Stef's Steakhouse,40.751427043296864,4aa929e1f964a5203c5220e3,-73.99310629424711,Steakhouse,male,69152335
2388,Grey Bar & Restaurant,40.74454029370703,510dc0a6e4b04c8ca88f0a6a,-73.99065905774349,Bar,none,497183222
2389,Grey Bar & Restaurant,40.74454029370703,510dc0a6e4b04c8ca88f0a6a,-73.99065905774349,Bar,male,12319253
2390,Grey Bar & Restaurant,40.74454029370703,510dc0a6e4b04c8ca88f0a6a,-73.99065905774349,Bar,male,1237432
2391,Moya,40.745410351359055,5197faca498eaa60e26609e7,-73.99103506393719,Burger Joint,male,62410446
2392,Moya,40.745410351359055,5197faca498eaa60e26609e7,-73.99103506393719,Burger Joint,male,627357
2393,McDonald's,40.7504646,4c56f6676201e21ec2b2ff6d,-73.98886259999998,Burger Joint,male,35614566
2394,McDonald's,40.7504646,4c56f6676201e21ec2b2ff6d,-73.98886259999998,Burger Joint,male,3369546
2395,McDonald's,40.7504646,4c56f6676201e21ec2b2ff6d,-73.98886259999998,Burger Joint,male,7574485
2396,Statler Grill,40.749888629877155,4c4dc0e29932e21e750ab6cc,-73.99013080283031,Steakhouse,female,1352057
2397,Statler Grill,40.749888629877155,4c4dc0e29932e21e750ab6cc,-73.99013080283031,Steakhouse,male,119915061
2398,Statler Grill,40.749888629877155,4c4dc0e29932e21e750ab6cc,-73.99013080283031,Steakhouse,male,3558636
2399,Fork & Spoon,40.75008723734962,4c9cdea39975a1438c3e36cf,-73.98442265402653,Café,male,11580904
2400,Fork & Spoon,40.75008723734962,4c9cdea39975a1438c3e36cf,-73.98442265402653,Café,female,132711156
2401,Fork & Spoon,40.75008723734962,4c9cdea39975a1438c3e36cf,-73.98442265402653,Café,male,11232215
2402,TGI Fridays,40.7496908,4f32a63be4b0ef2eb7ba59ed,-73.9924297,American Restaurant,male,28063586
2403,TGI Fridays,40.7496908,4f32a63be4b0ef2eb7ba59ed,-73.9924297,American Restaurant,male,13160735
2404,TGI Fridays,40.7496908,4f32a63be4b0ef2eb7ba59ed,-73.9924297,American Restaurant,female,9219521
2405,Bar Suzette,40.74868973008118,5396311b498e77d6d159f044,-73.98829148466851,Food Truck,none,785966
2406,Bar Suzette,40.74868973008118,5396311b498e77d6d159f044,-73.98829148466851,Food Truck,male,41626362
2407,Bar Suzette,40.74868973008118,5396311b498e77d6d159f044,-73.98829148466851,Food Truck,female,25986512
2408,Spinelli's Pizzeria,40.75061048364892,4bb0ec27f964a520736a3ce3,-73.99127605998423,Pizza Place,female,10327529
2409,Spinelli's Pizzeria,40.75061048364892,4bb0ec27f964a520736a3ce3,-73.99127605998423,Pizza Place,male,737655
2410,Spinelli's Pizzeria,40.75061048364892,4bb0ec27f964a520736a3ce3,-73.99127605998423,Pizza Place,male,45036827
2411,Harrington's Bar & Grill,40.74883471324196,4b212d63f964a520c63724e3,-73.99227891954177,Pub,male,12130936
2412,Harrington's Bar & Grill,40.74883471324196,4b212d63f964a520c63724e3,-73.99227891954177,Pub,female,11922958
2413,Harrington's Bar & Grill,40.74883471324196,4b212d63f964a520c63724e3,-73.99227891954177,Pub,female,29263123
2414,Danny Blaines,40.609839887820655,4b8bf66af964a520fdb432e3,-74.06309164807551,Bar,male,651050
2415,Danny Blaines,40.609839887820655,4b8bf66af964a520fdb432e3,-74.06309164807551,Bar,male,21329499
